045,0.862978,0.862978,0.862978,0.862978,0.862978
046,0.867640,0.867640,0.867640,0.867640,0.867640
047,0.872167,0.872167,0.872167,0.872167,0.872167
048,0.876561,0.876561,0.876561,0.876561,0.876561
049,0.880825,0.880825,0.880825,0.880825,0.880825
050,0.884961,0.858178,0.761361,0.490000,0.123439
051,0.888971,0.862978,0.768553,0.500000,0.119175
052,0.892859,0.867640,0.775593,0.510000,0.123439
053,0.896626,0.862978,0.782479,0.519992,0.127833
054,0.900276,0.858178,0.789211,0.529968,0.132360
055,0.903810,0.853239,0.795789,0.539920,0.137022
056,0.907233,0.848158,0.802214,0.549841,0.141822
057,0.910545,0.842934,0.808484,0.559722,0.146761
058,0.913751,0.837565,0.814602,0.569555,0.151842
059,0.916852,0.832048,0.820568,0.579335,0.157066
060,0.919851,0.826383,0.826383,0.589052,0.162435
061,0.922751,0.820568,0.820568,0.598700,0.167952
062,0.925555,0.814602,0.814602,0.608273,0.173617
063,0.928265,0.808484,0.808484,0.617763,0.179432
064,0.930884,0.802214,0.802214,0.627164,0.185398
065,0.933414,0.795789,0.795789,0.636470,0.191516
066,0.935858,0.789211,0.789211,0.645675,0.197786
067,0.938218,0.782479,0.782479,0.654773,0.204211
068,0.940496,0.775593,0.775593,0.663759,0.210789
069,0.942696,0.768553,0.768553,0.672628,0.217521
070,0.944819,0.761361,0.761361,0.681376,0.224407
071,0.946868,0.754016,0.754016,0.689997,0.231447
072,0.948845,0.746521,0.746521,0.698489,0.238639
073,0.950752,0.738877,0.738877,0.706847,0.245984
074,0.952592,0.731085,0.731085,0.715067,0.253479
075,0.954366,0.723147,0.723147,0.723147,0.261123
076,0.956077,0.715067,0.715067,0.715067,0.268915
077,0.957727,0.706847,0.706847,0.706847,0.276853
078,0.959317,0.698489,0.698489,0.698489,0.284933
079,0.960850,0.689997,0.689997,0.689997,0.293153
080,0.962328,0.681376,0.681376,0.681376,0.301511
081,0.963752,0.672628,0.672628,0.672628,0.310003
082,0.965123,0.663759,0.663759,0.663759,0.318624
083,0.966445,0.654773,0.654773,0.654773,0.327372
084,0.967719,0.645675,0.645675,0.645675,0.336241
085,0.968945,0.636470,0.636470,0.636470,0.345227
086,0.970127,0.627164,0.627164,0.627164,0.354325
087,0.971265,0.617763,0.617763,0.617763,0.363530
088,0.972360,0.608273,0.608273,0.608273,0.372836
089,0.973415,0.598700,0.598700,0.598700,0.382237
090,0.974431,0.589052,0.589052,0.589052,0.391727
091,0.975409,0.579335,0.579335,0.579335,0.401300
092,0.976351,0.569555,0.569555,0.569555,0.410948
093,0.977257,0.559722,0.559722,0.559722,0.420665
094,0.978130,0.549841,0.549841,0.549841,0.430445
095,0.978969,0.539920,0.539920,0.539920,0.440278
096,0.979777,0.529968,0.529968,0.529968,0.450159
097,0.980555,0.519992,0.519992,0.519992,0.460080
098,0.981303,0.510000,0.510000,0.510000,0.470032
099,0.982023,0.500000,0.500000,0.500000,0.480008
100,0.982716,0.460056,0.382154,0.253321,0.110867
101,0.983383,0.450136,0.372754,0.245829,0.106985
102,0.984024,0.440255,0.363449,0.238488,0.103222
103,0.984641,0.420634,0.354245,0.231299,0.099578
104,0.985234,0.401261,0.345148,0.224262,0.096048
105,0.985805,0.382192,0.336162,0.217379,0.092630
106,0.986354,0.363478,0.327294,0.210650,0.089322
107,0.986882,0.345169,0.318548,0.204075,0.086121
108,0.987390,0.327308,0.309927,0.197654,0.083024
109,0.987879,0.309934,0.301437,0.191387,0.080029
110,0.988348,0.293080,0.293080,0.185272,0.077132
111,0.988800,0.276776,0.276776,0.179309,0.074332
112,0.989235,0.261043,0.261043,0.173497,0.071626
113,0.989652,0.245900,0.245900,0.167835,0.069011
114,0.990054,0.231361,0.231361,0.162322,0.066485
115,0.990441,0.217434,0.217434,0.156956,0.064044
116,0.990812,0.204122,0.204122,0.151734,0.061688
117,0.991169,0.191426,0.191426,0.146657,0.059412
118,0.991512,0.179342,0.179342,0.141720,0.057216
119,0.991843,0.167862,0.167862,0.136924,0.055096
120,0.992160,0.156977,0.156977,0.132264,0.053050
121,0.992465,0.146673,0.146673,0.127740,0.051076
122,0.992758,0.136935,0.136935,0.123349,0.049171
123,0.993040,0.127747,0.127747,0.119088,0.047334
124,0.993312,0.119091,0.119091,0.114954,0.045562
125,0.993572,0.110946,0.110946,0.110946,0.043854
126,0.993823,0.103294,0.103294,0.103294,0.042207
127,0.994064,0.096112,0.096112,0.096112,0.040619
128,0.994295,0.089379,0.089379,0.089379,0.039088
129,0.994517,0.083075,0.083075,0.083075,0.037613
130,0.994731,0.077178,0.077178,0.077178,0.036191
131,0.994937,0.071667,0.071667,0.071667,0.034822
132,0.995135,0.066520,0.066520,0.066520,0.033502
133,0.995324,0.061719,0.061719,0.061719,0.032230
134,0.995507,0.057243,0.057243,0.057243,0.031006
135,0.995682,0.053074,0.053074,0.053074,0.029826
136,0.995851,0.049192,0.049192,0.049192,0.028690
137,0.996013,0.045581,0.045581,0.045581,0.027596
138,0.996169,0.042222,0.042222,0.042222,0.026542
139,0.996319,0.039101,0.039101,0.039101,0.025528
140,0.996462,0.036203,0.036203,0.036203,0.024551
141,0.996601,0.033511,0.033511,0.033511,0.023611
142,0.996733,0.031013,0.031013,0.031013,0.022707
143,0.996861,0.028696,0.028696,0.028696,0.021836
144,0.996984,0.026547,0.026547,0.026547,0.020997
145,0.997102,0.024555,0.024555,0.024555,0.020190
146,0.997215,0.022709,0.022709,0.022709,0.019414
147,0.997324,0.020999,0.020999,0.020999,0.018667
148,0.997429,0.019415,0.019415,0.019415,0.017948
149,0.997529,0.017949,0.017949,0.017949,0.017256
150,0.997626,0.023614,0.059432,0.276692,0.884961
151,0.997719,0.021837,0.055112,0.260963,0.876558
152,0.997808,0.020191,0.051090,0.245823,0.867633
153,0.997894,0.020998,0.047346,0.231287,0.858166
154,0.997976,0.021836,0.043863,0.217363,0.848142
155,0.998056,0.022707,0.040626,0.204055,0.837543
156,0.998132,0.023612,0.037619,0.191362,0.826356
157,0.998205,0.024552,0.034826,0.179281,0.814569
158,0.998275,0.025529,0.032233,0.167804,0.802173
159,0.998343,0.026543,0.029828,0.156922,0.789163
160,0.998408,0.027597,0.027597,0.146621,0.775537
161,0.998470,0.028691,0.028691,0.136886,0.761297
162,0.998530,0.029827,0.029827,0.127701,0.746448
163,0.998587,0.031007,0.031007,0.119047,0.731003
164,0.998643,0.032231,0.032231,0.110905,0.714976
165,0.998696,0.033503,0.033503,0.103255,0.698388
166,0.998747,0.034823,0.034823,0.096075,0.681264
167,0.998796,0.036193,0.036193,0.089345,0.663637
168,0.998843,0.037614,0.037614,0.083043,0.645543
169,0.998888,0.039089,0.039089,0.077148,0.627022
170,0.998932,0.040620,0.040620,0.071639,0.608120
171,0.998974,0.042208,0.042208,0.066495,0.588889
172,0.999014,0.043855,0.043855,0.061695,0.569383
173,0.999053,0.045564,0.045564,0.057221,0.549658
174,0.999090,0.047336,0.047336,0.053053,0.529776
175,0.999125,0.049173,0.049173,0.049173,0.509800
176,0.999160,0.051077,0.051077,0.051077,0.489792
177,0.999193,0.053051,0.053051,0.053051,0.469816
178,0.999224,0.055097,0.055097,0.055097,0.449937
179,0.999255,0.057218,0.057218,0.057218,0.430217
180,0.999284,0.059414,0.059414,0.059414,0.410715
181,0.999312,0.061690,0.061690,0.061690,0.391490
182,0.999339,0.064046,0.064046,0.064046,0.372596
183,0.999365,0.066487,0.066487,0.066487,0.354084
184,0.999390,0.069013,0.069013,0.069013,0.335998
185,0.999414,0.071628,0.071628,0.071628,0.318381
186,0.999437,0.074334,0.074334,0.074334,0.301268
187,0.999459,0.077135,0.077135,0.077135,0.284691
188,0.999480,0.080031,0.080031,0.080031,0.268676
189,0.999500,0.083026,0.083026,0.083026,0.253242
190,0.999520,0.086123,0.086123,0.086123,0.238406
191,0.999539,0.089324,0.089324,0.089324,0.224179
192,0.999557,0.092633,0.092633,0.092633,0.210565
193,0.999574,0.096050,0.096050,0.096050,0.197568
194,0.999591,0.099580,0.099580,0.099580,0.185185
195,0.999607,0.103225,0.103225,0.103225,0.173410
196,0.999622,0.106988,0.106988,0.106988,0.162235
197,0.999637,0.110871,0.110871,0.110871,0.151648
198,0.999651,0.114876,0.114876,0.114876,0.141635
199,0.999665,0.119007,0.119007,0.119007,0.132180
